<DATE>,<TIME>,<CLOSE>,<OPEN>,<HIGH>,<LOW>,<VOLUME>
2024-12-24,0,112.0,112.0,112.0,112.0,
2024-12-26,0,112.0,112.0,112.0,112.0,
2024-12-27,0,112.29,112.29,112.29,112.29,
2024-12-30,0,112.65,112.65,112.65,112.65,
2024-12-31,0,114.5,114.5,114.5,114.5,
2025-01-02,0,114.5,114.5,114.5,114.5,
2025-01-03,0,113.2,113.2,113.2,113.2,
2025-01-06,0,109.7,109.7,109.7,109.7,
2025-01-07,0,110.55,110.55,110.55,110.55,
2025-01-08,0,108.0,108.0,108.0,108.0,
2025-01-09,0,106.0,106.0,106.0,106.0,0.01K
2025-01-10,0,105.35,105.35,105.35,105.35,
2025-01-13,0,108.45,108.45,108.45,108.45,
2025-01-14,0,106.25,106.25,106.25,106.25,
2025-01-15,0,107.4,107.4,107.4,107.4,
2025-01-16,0,107.9,107.9,107.9,107.9,
2025-01-17,0,109.25,109.25,109.25,109.25,
2025-01-21,0,111.25,111.25,111.25,111.25,
2025-01-22,0,109.75,109.75,109.75,109.75,
2025-01-23,0,109.5,109.5,109.5,109.5,
2025-01-24,0,109.4,109.4,109.4,109.4,
2025-01-27,0,109.4,109.4,109.4,109.4,
2025-01-28,0,110.25,110.25,110.25,110.25,
2025-01-29,0,110.15,110.15,110.15,110.15,
2025-01-30,0,110.15,110.15,110.15,110.15,
2025-01-31,0,110.38,110.38,110.38,110.38,
2025-02-03,0,109.25,109.25,109.25,109.25,
2025-02-04,0,105.75,105.75,105.75,105.75,
2025-02-05,0,105.7,105.7,105.7,105.7,
2025-02-06,0,106.35,106.35,106.35,106.35,
2025-02-07,0,105.0,105.0,105.0,105.0,
2025-02-10,0,104.5,104.5,104.5,104.5,
2025-02-11,0,102.9,102.9,102.9,102.9,
2025-02-12,0,103.15,103.15,103.15,103.15,
2025-02-13,0,101.75,101.75,101.75,101.75,
2025-02-14,0,101.25,101.25,101.25,101.25,
2025-02-18,0,101.65,101.65,101.65,101.65,
2025-02-19,0,100.4,100.4,100.4,100.4,
2025-02-20,0,99.9,99.9,99.9,99.9,
2025-02-21,0,99.75,99.75,99.75,99.75,
2025-02-24,0,100.4,100.4,100.4,100.4,
2025-02-25,0,99.75,99.75,99.75,99.75,
2025-02-26,0,99.5,99.5,99.5,99.5,
2025-02-27,0,99.75,99.75,99.75,99.75,
2025-02-28,0,99.43,99.43,99.43,99.43,
2025-03-03,0,96.6,96.6,96.6,96.6,
2025-03-04,0,96.0,96.0,96.0,96.0,
2025-03-05,0,96.9,96.9,96.9,96.9,
2025-03-06,0,96.7,96.7,96.7,96.7,
2025-03-07,0,97.5,97.5,97.5,97.5,
2025-03-10,0,100.0,100.0,100.0,100.0,
2025-03-11,0,99.1,99.1,99.1,99.1,
2025-03-12,0,97.9,97.9,97.9,97.9,
2025-03-13,0,97.9,97.9,97.9,97.9,
2025-03-14,0,97.85,97.85,97.85,97.85,
2025-03-17,0,97.25,97.25,97.25,97.25,
2025-03-18,0,96.9,96.9,96.9,96.9,
2025-03-19,0,98.3,98.3,98.3,98.3,
2025-03-20,0,97.75,97.75,97.75,97.75,
2025-03-21,0,97.9,97.9,97.9,97.9,
2025-03-24,0,97.65,97.65,97.65,97.65,
2025-03-25,0,97.4,97.4,97.4,97.4,
2025-03-26,0,98.0,98.0,98.0,98.0,
2025-03-27,0,97.85,97.85,97.85,97.85,
2025-03-28,0,97.44,97.44,97.44,97.44,
2025-03-31,0,103.9,103.9,103.9,103.9,
2025-04-01,0,105.75,105.75,105.75,105.75,
2025-04-02,0,103.3,103.3,103.3,103.3,
2025-04-03,0,100.75,100.75,100.75,100.75,
2025-04-04,0,99.9,99.9,99.9,99.9,
2025-04-07,0,101.9,101.9,101.9,101.9,
2025-04-08,0,103.0,103.0,103.0,103.0,
2025-04-09,0,101.65,101.65,101.65,101.65,
2025-04-10,0,102.5,102.5,102.5,102.5,
2025-04-11,0,102.75,102.75,102.75,102.75,
2025-04-14,0,103.8,103.8,103.8,103.8,
2025-04-15,0,104.25,104.25,104.25,104.25,
2025-04-16,0,103.35,103.35,103.35,103.35,
2025-04-17,0,103.0,103.0,103.0,103.0,
2025-04-21,0,103.0,103.0,103.0,103.0,
2025-04-22,0,102.15,102.15,102.15,102.15,
2025-04-23,0,103.0,103.0,103.0,103.0,
2025-04-24,0,102.0,102.0,102.0,102.0,
2025-04-25,0,102.4,102.4,102.4,102.4,
2025-04-28,0,92.3,92.3,92.3,92.3,
2025-04-29,0,93.1,93.1,93.1,93.1,
2025-04-30,0,93.65,93.65,93.65,93.65,
2025-05-01,0,94.15,94.15,94.15,94.15,
2025-05-02,0,94.6,94.6,94.6,94.6,
2025-05-05,0,94.6,94.6,94.6,94.6,
2025-05-06,0,96.9,96.9,96.9,96.9,
2025-05-07,0,97.25,97.25,97.25,97.25,
2025-05-08,0,96.75,96.75,96.75,96.75,
2025-05-09,0,96.05,96.05,96.05,96.05,
2025-05-12,0,96.5,96.5,96.5,96.5,
2025-05-13,0,95.95,95.95,95.95,95.95,
2025-05-14,0,94.45,94.45,94.45,94.45,
2025-05-15,0,95.0,95.0,95.0,95.0,
2025-05-16,0,94.75,94.75,94.75,94.75,
2025-05-19,0,95.25,95.25,95.25,95.25,
2025-05-20,0,96.15,96.15,96.15,96.15,
2025-05-21,0,95.7,95.7,95.7,95.7,
2025-05-22,0,96.05,96.05,96.05,96.05,
2025-05-23,0,96.15,96.15,96.15,96.15,
2025-05-27,0,96.15,96.15,96.15,96.15,
2025-05-28,0,95.6,95.6,95.6,95.6,
2025-05-29,0,95.65,95.65,95.65,95.65,
2025-05-30,0,95.61,95.61,95.61,95.61,
2025-06-02,0,96.8,96.8,96.8,96.8,
2025-06-03,0,97.15,97.15,97.15,97.15,
2025-06-04,0,99.0,99.0,99.0,99.0,
2025-06-05,0,100.6,100.6,100.6,100.6,
2025-06-06,0,101.8,101.8,101.8,101.8,
2025-06-09,0,103.35,103.35,103.35,103.35,
2025-06-10,0,102.1,102.1,102.1,102.1,
2025-06-11,0,102.2,102.2,102.2,102.2,
2025-06-12,0,102.75,102.75,102.75,102.75,
2025-06-13,0,103.25,103.25,103.25,103.25,
2025-06-16,0,103.5,103.5,103.5,103.5,
2025-06-17,0,104.1,104.1,104.1,104.1,
2025-06-18,0,103.85,103.85,103.85,103.85,
2025-06-20,0,103.9,103.9,103.9,103.9,
2025-06-23,0,104.4,104.4,104.4,104.4,
2025-06-24,0,103.35,103.35,103.35,103.35,
2025-06-25,0,103.45,103.45,103.45,103.45,
2025-06-26,0,103.65,103.65,103.65,103.65,
2025-06-27,0,103.63,103.63,103.63,103.63,
2025-06-30,0,107.5,107.5,107.5,107.5,
2025-07-01,0,107.45,107.45,107.45,107.45,
2025-07-02,0,108.85,108.85,108.85,108.85,
2025-07-03,0,108.4,108.4,108.4,108.4,
2025-07-07,0,106.2,106.2,106.2,106.2,
2025-07-08,0,107.0,107.0,107.0,107.0,
2025-07-09,0,108.0,108.0,108.0,108.0,
2025-07-10,0,108.9,108.9,108.9,108.9,
2025-07-11,0,108.85,108.85,108.85,108.85,
2025-07-14,0,106.3,106.3,106.3,106.3,
2025-07-15,0,104.9,104.9,104.9,104.9,
2025-07-16,0,105.0,105.0,105.0,105.0,
2025-07-17,0,104.65,104.65,104.65,104.65,
2025-07-18,0,104.65,104.65,104.65,104.65,
2025-07-21,0,104.15,104.15,104.15,104.15,
2025-07-22,0,104.5,104.5,104.5,104.5,
2025-07-23,0,104.65,104.65,104.65,104.65,
2025-07-24,0,104.5,104.5,104.5,104.5,
2025-07-25,0,104.41,104.41,104.41,104.41,
2025-07-28,0,103.4,103.4,103.4,103.4,
2025-07-29,0,104.85,104.85,104.85,104.85,
2025-07-30,0,104.45,104.45,104.45,104.45,
2025-07-31,0,104.05,104.05,104.05,104.05,
2025-08-01,0,103.55,103.55,103.55,103.55,
2025-08-04,0,103.15,103.15,103.15,103.15,
2025-08-05,0,103.0,103.0,103.0,103.0,
2025-08-06,0,102.2,102.2,102.2,102.2,
2025-08-07,0,101.55,101.55,101.55,101.55,
2025-08-08,0,101.0,101.0,101.0,101.0,
2025-08-11,0,101.3,101.3,101.3,101.3,
2025-08-12,0,100.3,100.3,100.3,100.3,
2025-08-13,0,100.25,100.25,100.25,100.25,
2025-08-14,0,99.65,99.65,99.65,99.65,
2025-08-15,0,99.15,99.15,99.15,99.15,
2025-08-18,0,99.5,99.5,99.5,99.5,
2025-08-19,0,100.15,100.15,100.15,100.15,
2025-08-20,0,100.6,100.6,100.6,100.6,
2025-08-21,0,100.5,100.5,100.5,100.5,
2025-08-22,0,99.9,99.9,99.9,99.9,
2025-08-25,0,99.5,99.5,99.5,99.5,
2025-08-26,0,100.4,100.4,100.4,100.4,
2025-08-27,0,99.85,99.85,99.85,99.85,
2025-08-28,0,99.55,99.55,99.55,99.55,
2025-08-29,0,99.4,99.4,99.4,99.4,
2025-09-02,0,96.7,96.7,96.7,96.7,
2025-09-03,0,96.35,96.35,96.35,96.35,
2025-09-04,0,95.75,95.75,95.75,95.75,
2025-09-05,0,94.85,94.85,94.85,94.85,
2025-09-08,0,94.6,94.6,94.6,94.6,
2025-09-09,0,94.2,94.2,94.2,94.2,
2025-09-10,0,93.0,93.0,93.0,93.0,
2025-09-11,0,93.15,93.15,93.15,93.15,
2025-09-12,0,93.0,93.0,93.0,93.0,
2025-09-15,0,93.0,93.0,93.0,93.0,
2025-09-16,0,93.35,93.35,93.35,93.35,
2025-09-17,0,93.55,93.55,93.55,93.55,
2025-09-18,0,94.15,94.15,94.15,94.15,
2025-09-19,0,93.75,93.75,93.75,93.75,
2025-09-22,0,93.0,93.0,93.0,93.0,
2025-09-23,0,93.0,93.0,93.0,93.0,
2025-09-24,0,93.0,93.0,93.0,93.0,
2025-09-25,0,92.75,92.75,92.75,92.75,
2025-09-26,0,92.95,92.95,92.95,92.95,
2025-09-29,0,93.9,93.9,93.9,93.9,
2025-09-30,0,93.75,93.75,93.75,93.75,
2025-10-01,0,92.9,92.9,92.9,92.9,
2025-10-02,0,92.2,92.2,92.2,92.2,
2025-10-03,0,92.0,92.0,92.0,92.0,
2025-10-06,0,91.5,91.5,91.5,91.5,
2025-10-07,0,91.25,91.25,91.25,91.25,
2025-10-08,0,90.5,90.5,90.5,90.5,
2025-10-09,0,90.45,90.45,90.45,90.45,
2025-10-10,0,89.65,89.65,89.65,89.65,
2025-10-13,0,89.4,89.4,89.4,89.4,
2025-10-14,0,89.25,89.25,89.25,89.25,
2025-10-15,0,91.4,91.4,91.4,91.4,
2025-10-16,0,93.0,93.0,93.0,93.0,
2025-10-17,0,93.0,93.0,93.0,93.0,
2025-10-20,0,92.65,92.65,92.65,92.65,
2025-10-21,0,92.4,92.4,92.4,92.4,
2025-10-22,0,92.05,92.05,92.05,92.05,
2025-10-23,0,92.6,92.6,92.6,92.6,
2025-10-24,0,92.4,92.4,92.4,92.4,
2025-10-27,0,92.4,92.4,92.4,92.4,
2025-10-28,0,92.5,92.5,92.5,92.5,
2025-10-29,0,92.55,92.55,92.55,92.55,
2025-10-30,0,93.0,93.0,93.0,93.0,
2025-10-31,0,92.92,92.92,92.92,92.92,
2025-11-03,0,96.1,96.1,96.1,96.1,
2025-11-04,0,97.35,97.35,97.35,97.35,
2025-11-05,0,97.2,97.2,97.2,97.2,
2025-11-06,0,97.05,97.05,97.05,97.05,
2025-11-07,0,96.9,96.9,96.9,96.9,
2025-11-10,0,96.25,96.25,96.25,96.25,
2025-11-11,0,95.9,95.9,95.9,95.9,
2025-11-12,0,95.6,95.6,95.6,95.6,
2025-11-13,0,95.4,95.4,95.4,95.4,
2025-11-14,0,96.35,96.35,96.35,96.35,
2025-11-17,0,96.6,96.6,96.6,96.6,
2025-11-18,0,96.25,96.25,96.25,96.25,
2025-11-19,0,96.25,96.25,96.25,96.25,
2025-11-20,0,96.5,96.5,96.5,96.5,
2025-11-21,0,95.5,95.5,95.5,95.5,
2025-11-24,0,95.95,95.95,95.95,95.95,
2025-11-25,0,96.1,96.1,96.1,96.1,
2025-11-26,0,96.15,96.15,96.15,96.15,
2025-11-28,0,96.29,96.29,96.29,96.29,
2025-11-28,0,96.29,96.29,96.29,96.29,
2025-12-01,0,97.75,97.75,97.75,97.75,
2025-12-02,0,99.5,99.5,99.5,99.5,
2025-12-03,0,98.95,98.95,98.95,98.95,
2025-12-04,0,97.35,97.35,97.35,97.35,
2025-12-05,0,97.25,97.25,97.25,97.25,
2025-12-08,0,97.05,97.05,97.05,97.05,
2025-12-09,0,96.95,96.95,96.95,96.95,
2025-12-10,0,96.5,96.5,96.5,96.5,
2025-12-11,0,96.5,96.5,96.5,96.5,
2025-12-12,0,96.75,96.75,96.75,96.75,
2025-12-15,0,96.05,96.05,96.05,96.05,
2025-12-16,0,95.75,95.75,95.75,95.75,
2025-12-17,0,96.5,96.5,96.5,96.5,
2025-12-18,0,97.0,97.0,97.0,97.0,
2025-12-19,0,96.9,96.9,96.9,96.9,
2025-12-22,0,96.5,96.5,96.5,96.5,
2025-12-23,0,96.5,96.5,96.5,96.5,
2025-12-24,0,96.55,96.55,96.55,96.55,
2025-12-26,0,96.48,96.48,96.48,96.48,
2025-12-29,0,96.3,96.3,96.3,96.3,
2025-12-30,0,96.55,96.55,96.55,96.55,
2025-12-31,0,96.9,96.9,96.9,96.9,
2026-01-02,0,98,98,98,98,
2026-01-05,0,97.85,97.85,97.85,97.85,
2026-01-06,0,98.65,98.65,98.65,98.65,
2026-01-07,0,98.7,98.7,98.7,98.7,
2026-01-08,0,98.2,98.2,98.2,98.2,
2026-01-09,0,97,97,97,97,
2026-01-12,0,97.05,97.05,97.05,97.05,
2026-01-13,0,98.05,98.05,98.05,98.05,
2026-01-14,0,97.45,97.45,97.45,97.45,
2026-01-15,0,96.35,96.35,96.35,96.35,
2026-01-16,0,97.75,97.75,97.75,97.75,
2026-01-19,0,97.35,97.35,97.35,97.35,
2026-01-20,0,97.85,97.85,97.85,97.85,
2026-01-21,0,98.75,98.75,98.75,98.75,
2026-01-22,0,98.8,98.8,98.8,98.8,
2026-01-23,0,98.95,98.95,98.95,98.95,
2026-01-26,0,98.7,98.7,98.7,98.7,
2026-01-27,0,98.5,98.5,98.5,98.5,
2026-01-28,0,98.7,98.7,98.7,98.7,
2026-01-29,0,98.95,98.95,98.95,98.95,
2026-01-30,0,103.40,103.40,103.40,103.40,
2026-02-02,0,101.95,101.95,101.95,101.95,
2026-02-03,0,99.35,99.35,99.35,99.35,
2026-02-04,0,99.3,99.3,99.3,99.3,
2026-02-05,0,100.5,100.5,100.5,100.5,
2026-02-06,0,102.85,102.85,102.85,102.85,
2026-02-09,0,102.3,102.3,102.3,102.3,
2026-02-10,0,101.7,101.7,101.7,101.7,
2026-02-11,0,102.8,102.8,102.8,102.8,
2026-02-12,0,103.3,103.3,103.3,103.3,
2026-02-13,0,104.85,104.85,104.85,104.85,
2026-02-16,0,105.35,105.35,105.35,105.35,
2026-02-17,0,105.6,105.6,105.6,105.6,
2026-02-18,0,107.25,107.25,107.25,107.25,
2026-02-19,0,106.95,106.95,106.95,106.95,
2026-02-20,0,107.65,107.65,107.65,107.65,
2026-02-23,0,107.25,107.25,107.25,107.25,
2026-02-24,0,106.35,106.35,106.35,106.35,
2026-02-25,0,106.5,106.5,106.5,106.5,
2026-02-26,0,106.5,106.5,106.5,106.5,
2026-02-27,0,106,106,106,106,
2026-03-02,0,118.8,118.8,118.8,118.8,
2026-03-03,0,128,128,128,128,
2026-03-04,0,121.5,121.5,121.5,121.5,
2026-03-05,0,123.45,123.45,123.45,123.45,
2026-03-06,0,127,127,127,127,
